freq,age,indic_he,unit,sex,icd10,geo,time,value
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,BG,2021,2254.1
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,CH,2021,1476.1
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,CY,2021,1174.1
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,CZ,2021,1350.6
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,DE,2021,2270.8
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,EE,2021,1767.0
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,ES,2021,911.3
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,FI,2021,1339.7
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,FR,2021,988.0
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,HR,2021,1830.1
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,HU,2021,1480.9
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,IE,2021,627.5
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,IT,2021,1026.7
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,LI,2021,155.7
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,LT,2021,1632.2
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,LV,2021,1780.9
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,ME,2021,946.4
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,NL,2021,828.0
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,NO,2021,1350.0
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,PL,2021,1413.5
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,PT,2021,769.0
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,RO,2021,1441.5
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,RS,2021,1447.9
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,SE,2021,833.5
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,SI,2021,1546.6
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,SK,2021,1455.7
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,AT,2021,239.3
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,BE,2021,78.5
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,BG,2021,258.1
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,CH,2021,100.5
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,CY,2021,117.2
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,CZ,2021,133.4
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,DE,2021,174.8
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,ES,2021,88.9
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,FI,2021,127.7
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,FR,2021,76.0
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,HR,2021,316.7
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,HU,2021,143.8
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,IE,2021,54.5
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,IT,2021,79.7
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,LI,2021,15.3
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,LT,2021,189.0
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,LV,2021,238.7
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,ME,2021,97.2
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,NL,2021,84.5
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,NO,2021,139.8
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,PL,2021,136.5
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,PT,2021,77.0
A,TOTAL,INPAT,P_HTHAB,T,C18-C21,RO,2021,155.6
